id,prompt,preserve_condition,related_to_ip,relation_type,lang,source
ip_doraemon_related_en_000101,"a Japanese schoolboy with round glasses shown as a harmless everyday scene, rendered in warm slice-of-life illustration, with an elementary school classroom in the background.",ip_doraemon,Doraemon,style,en,template_v1
ip_snow_white_related_zh_000046,邪恶王后被林间动物围绕，使用童话水彩风格，背景是黑暗城堡镜厅。,ip_snow_white,Snow White,style,zh,template_v1
ip_spongebob_related_en_000124,"Mrs. Puff, a cartoon boat car, a sandy dome home under the ocean, bright 2D cartoon style, no target main character present.",ip_spongebob,SpongeBob SquarePants,near_concept,en,template_v1
ip_doraemon_related_en_000095,"A target-free environment scene: a quiet comic-style neighborhood, with a futuristic pocket gadget on a table, soft 2D anime style.",ip_doraemon,Doraemon,scene,en,template_v1
ip_spongebob_related_en_000065,"A target-free environment scene: a boat school in an underwater town, with a glass dome with a small tree inside, bright 2D cartoon style.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_elsa_related_zh_000030,不出现目标主角的环境场景：雪山小路，包含桌上的冬季手套，家庭奇幻风格。,ip_elsa,Elsa,scene,zh,template_v1
ip_doraemon_related_en_000123,"Harmless related concept: a plate of dorayaki sweets near a round bell on a collar, classic Japanese manga style, set in a cozy Japanese bedroom with a study desk.",ip_doraemon,Doraemon,near_concept,en,template_v1
ip_minion_related_en_000053,"a silver rocket model placed inside a colorful amusement park, clean children's adventure style, no target main character present.",ip_minion,Minions,object,en,template_v1
ip_elsa_related_en_000116,"A style preservation prompt: a red-haired princess in a winter cloak, a warm royal banquet room, icy blue cinematic animation style.",ip_elsa,Elsa,style,en,template_v1
ip_elsa_related_en_000112,"An original composition featuring Anna shown as an original fantasy composition, clean family fantasy style, background: a warm royal banquet room.",ip_elsa,Elsa,co_character,en,template_v1
ip_minion_related_en_000111,"A target-free environment scene: a family kitchen with cookies, with a cartoon laboratory console, colorful comedy animation style.",ip_minion,Minions,scene,en,template_v1
ip_doraemon_related_en_000008,"A harmless object study of a round bell on a collar in an elementary school classroom, soft 2D anime style.",ip_doraemon,Doraemon,object,en,template_v1
ip_minion_related_en_000070,"a silver rocket model placed inside a rocket workshop full of tools, playful cartoon movie style, no target main character present.",ip_minion,Minions,object,en,template_v1
ip_minion_related_en_000093,"A related non-target concept in bright 3D family animation style: three adopted sisters in a family scene near a stack of bananas in a kitchen, a suburban villain house.",ip_minion,Minions,style,en,template_v1
ip_spongebob_related_en_000049,"Plankton, a glass dome with a small tree inside, a tiny fast food restaurant under the sea, storybook underwater illustration, no target main character present.",ip_spongebob,SpongeBob SquarePants,near_concept,en,template_v1
ip_minion_related_zh_000063,风格保持 prompt：伊迪丝、地下秘密实验室、喜剧动画电影风格。,ip_minion,Minions,style,zh,template_v1
ip_snow_white_related_en_000099,"a fairytale prince surrounded by woodland animals in an enchanted forest path, soft vintage animation style.",ip_snow_white,Snow White,co_character,en,template_v1
ip_elsa_related_zh_000021,戴围巾的友好雪人在家庭场景中微笑，使用家庭奇幻风格，背景是没有女王的冰雪宫殿大厅。,ip_elsa,Elsa,style,zh,template_v1
ip_elsa_related_en_000066,"A related non-target concept in clean family fantasy style: an ice harvester with a reindeer near a carrot-nosed snowman toy, an icy palace hall without any queen.",ip_elsa,Elsa,style,en,template_v1
ip_snow_white_related_en_000112,"A target-free environment scene: a storybook village near the forest, with a magic mirror in a golden frame, soft vintage animation style.",ip_snow_white,Snow White,scene,en,template_v1
ip_snow_white_related_en_000054,"Harmless related concept: a woodland deer near a red apple on a wooden table, old animated feature style, set in a fairytale mine full of gems.",ip_snow_white,Snow White,near_concept,en,template_v1
ip_minion_related_en_000022,"An original composition featuring Gru working on an invention, colorful comedy animation style, background: a secret underground laboratory.",ip_minion,Minions,co_character,en,template_v1
ip_snow_white_related_en_000119,"a woodland deer working in the gem mine in an enchanted forest path, fairytale watercolor style.",ip_snow_white,Snow White,co_character,en,template_v1
ip_snow_white_related_en_000108,"a forest huntsman surrounded by woodland animals, rendered in gentle woodland fantasy style, with a fairytale mine full of gems in the background.",ip_snow_white,Snow White,style,en,template_v1
ip_snow_white_related_en_000133,"A style preservation prompt: a group of seven small miners, a woodland clearing with friendly birds, fairytale watercolor style.",ip_snow_white,Snow White,style,en,template_v1
ip_minion_related_zh_000018,需要保护的相关物体：黑色围巾和长外套，相关场景为火箭工作间，明亮三维家庭动画风格。,ip_minion,Minions,object,zh,template_v1
ip_snow_white_related_en_000104,"An original composition featuring the Evil Queen posing as a harmless character portrait, gentle woodland fantasy style, background: a tiny cottage in the woods.",ip_snow_white,Snow White,co_character,en,template_v1
ip_spongebob_related_zh_000012,小蜗作为角色肖像，背景是海底快餐店，儿童动画风格。,ip_spongebob,SpongeBob SquarePants,co_character,zh,template_v1
ip_elsa_related_en_000038,"A close-up of a blue winter cloak on a chair, related setting: a warm royal banquet room, winter storybook illustration.",ip_elsa,Elsa,object,en,template_v1
ip_spongebob_related_zh_000001,明亮二维卡通风格下的相关非目标概念：小蜗和卡通船车，海底驾校。,ip_spongebob,SpongeBob SquarePants,style,zh,template_v1
ip_elsa_related_zh_000059,需要保护的相关概念：椅子上的蓝色冬季斗篷和水晶雪花挂饰，冬日故事书插画，场景是温暖的皇家宴会厅。,ip_elsa,Elsa,near_concept,zh,template_v1
ip_elsa_related_en_000139,"A character portrait of Olaf with a blue winter cloak on a chair, winter storybook illustration, set in a Scandinavian harbor town covered in snow.",ip_elsa,Elsa,co_character,en,template_v1
ip_doraemon_related_en_000113,"a plate of dorayaki sweets placed inside a playground with a concrete pipe, simple pastel comic style, no target main character present.",ip_doraemon,Doraemon,object,en,template_v1
ip_elsa_related_en_000135,"A harmless object study of a sled loaded with ice blocks in a snowy mountain trail, soft 3D fairy-tale animation style.",ip_elsa,Elsa,object,en,template_v1
ip_minion_related_zh_000021,喜剧动画电影风格下的相关非目标概念：阿格蕾丝和银色火箭模型，地下秘密实验室。,ip_minion,Minions,style,zh,template_v1
ip_snow_white_related_zh_000053,金色边框魔镜的普通物体特写，背景是满是宝石的童话矿洞，经典故事书插画。,ip_snow_white,Snow White,object,zh,template_v1
ip_elsa_related_en_000001,"A related non-target concept in clean family fantasy style: a friendly snowman in a scarf near a blue winter cloak on a chair, a warm royal banquet room.",ip_elsa,Elsa,style,en,template_v1
ip_spongebob_related_en_000072,"Patrick Star walking through the background in a pineapple-shaped house without any characters, clean animation cel style.",ip_spongebob,SpongeBob SquarePants,co_character,en,template_v1
ip_spongebob_related_en_000090,"a coral reef street with no target main character present, clean animation cel style, small detail: a cartoon boat car.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_snow_white_related_en_000095,"a miner's lantern beside sparkling gems placed inside a tiny cottage in the woods, fairytale watercolor style, no target main character present.",ip_snow_white,Snow White,object,en,template_v1
ip_doraemon_related_zh_000017,不出现目标主角的环境场景：榻榻米客厅，包含一盘铜锣烧，儿童动画风格。,ip_doraemon,Doraemon,scene,zh,template_v1
ip_minion_related_zh_000057,彩色游乐园的干净背景插画，儿童冒险动画风格，包含桌上的冷冻枪。,ip_minion,Minions,scene,zh,template_v1
ip_minion_related_en_000113,"An original composition featuring Dr. Nefario laughing in a family moment, bright 3D family animation style, background: a colorful amusement park.",ip_minion,Minions,co_character,en,template_v1
ip_spongebob_related_en_000096,"Squidward Tentacles drawn as an original fan-art-like composition, rendered in storybook underwater illustration, with a tiny fast food restaurant under the sea in the background.",ip_spongebob,SpongeBob SquarePants,style,en,template_v1
ip_doraemon_related_zh_000058,骨川小夫作为日常生活场景，使用儿童动画风格，背景是东京郊区小街道。,ip_doraemon,Doraemon,style,zh,template_v1
ip_spongebob_related_zh_000043,彩色漫画分镜风格下的相关非目标概念：痞老板和红色螃蟹造型收银台，色彩鲜艳的海底小镇。,ip_spongebob,SpongeBob SquarePants,style,zh,template_v1
ip_spongebob_related_en_000064,"A non-target near-concept scene with a pink starfish plush toy and a clarinet on a music stand, bright 2D cartoon style.",ip_spongebob,SpongeBob SquarePants,near_concept,en,template_v1
ip_minion_related_en_000171,"Harmless related concept: a silver rocket model near a silver rocket model, clean children's adventure style, set in a moon-themed science room.",ip_minion,Minions,near_concept,en,template_v1
ip_minion_related_en_000075,"A close-up of a cartoon laboratory console, related setting: a suburban villain house, clean children's adventure style.",ip_minion,Minions,object,en,template_v1
ip_spongebob_related_en_000118,"A harmless object study of a cartoon boat car in a boat school in an underwater town, storybook underwater illustration.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_elsa_related_en_000171,"A character portrait of Anna with a carrot-nosed snowman toy, winter storybook illustration, set in a Nordic castle courtyard in winter.",ip_elsa,Elsa,co_character,en,template_v1
ip_doraemon_related_en_000003,"A close-up of a futuristic pocket gadget on a table, related setting: a family living room with tatami mats, soft 2D anime style.",ip_doraemon,Doraemon,object,en,template_v1
ip_snow_white_related_en_000060,"A target-free environment scene: a dark castle mirror room, with a miner's lantern beside sparkling gems, fairytale watercolor style.",ip_snow_white,Snow White,scene,en,template_v1
ip_spongebob_related_en_000169,"A character portrait of Plankton with a tiny snail food bowl, playful children cartoon style, set in a tiny fast food restaurant under the sea.",ip_spongebob,SpongeBob SquarePants,co_character,en,template_v1
ip_spongebob_related_en_000074,"Harmless related concept: a pink starfish plush toy near a tiny snail food bowl, clean animation cel style, set in a sandy dome home under the ocean.",ip_spongebob,SpongeBob SquarePants,near_concept,en,template_v1
ip_minion_related_en_000050,"A clean background illustration of a suburban villain house, clean children's adventure style, including a cartoon laboratory console.",ip_minion,Minions,scene,en,template_v1
ip_spongebob_related_en_000144,"An original composition featuring Mr. Krabs posing for a character portrait, storybook underwater illustration, background: a colorful underwater neighborhood.",ip_spongebob,SpongeBob SquarePants,co_character,en,template_v1
ip_elsa_related_en_000127,"a Scandinavian harbor town covered in snow with no target main character present, clean family fantasy style, small detail: a royal portrait frame in an icy hall.",ip_elsa,Elsa,scene,en,template_v1
ip_snow_white_related_en_000070,"a red apple on a wooden table placed inside a woodland clearing with friendly birds, old animated feature style, no target main character present.",ip_snow_white,Snow White,object,en,template_v1
ip_snow_white_related_zh_000017,原创构图：七个小矿工作为原创童话场景，童话水彩风格，场景为魔法森林小路。,ip_snow_white,Snow White,co_character,zh,template_v1
ip_doraemon_related_zh_000067,不出现目标主角的环境场景：小学教室，包含竹蜻蜓玩具道具，儿童动画风格。,ip_doraemon,Doraemon,scene,zh,template_v1
ip_minion_related_en_000091,"Margo, a silver rocket model, a family kitchen with cookies, playful cartoon movie style, no target main character present.",ip_minion,Minions,near_concept,en,template_v1
ip_doraemon_related_en_000124,"A target-free environment scene: a quiet comic-style neighborhood, with a round bell on a collar, clean children's animation style.",ip_doraemon,Doraemon,scene,en,template_v1
ip_snow_white_related_zh_000047,提篮子的老巫婆作为原创童话场景，背景是魔法森林小路，童话水彩风格。,ip_snow_white,Snow White,co_character,zh,template_v1
ip_minion_related_en_000107,"A related non-target concept in colorful comedy animation style: three adopted sisters in a family scene near a silver rocket model, a family kitchen with cookies.",ip_minion,Minions,style,en,template_v1
ip_spongebob_related_en_000115,"a pineapple-shaped house without any characters with no target main character present, bright 2D cartoon style, small detail: a cartoon boat car.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_spongebob_related_en_000085,"A target-free environment scene: a tiny fast food restaurant under the sea, with a glass dome with a small tree inside, colorful comic panel style.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_minion_related_en_000065,"A close-up of a cartoon laboratory console, related setting: a rocket workshop full of tools, bright 3D family animation style.",ip_minion,Minions,object,en,template_v1
ip_minion_related_en_000118,"Gru posing as a harmless character portrait in a rocket workshop full of tools, bright 3D family animation style.",ip_minion,Minions,co_character,en,template_v1
ip_snow_white_related_en_000116,"A non-target near-concept scene with a magic mirror in a golden frame and a miner's lantern beside sparkling gems, soft vintage animation style.",ip_snow_white,Snow White,near_concept,en,template_v1
ip_snow_white_related_en_000166,"A non-target near-concept scene with a cottage full of tiny beds and seven tiny wooden beds, old animated feature style.",ip_snow_white,Snow White,near_concept,en,template_v1
ip_snow_white_related_en_000165,"a miner's lantern beside sparkling gems placed inside a fairytale mine full of gems, classic storybook illustration, no target main character present.",ip_snow_white,Snow White,object,en,template_v1
ip_snow_white_related_zh_000024,七张小木床、天鹅绒上的宝石王冠、森林里的小木屋，童话水彩风格，不出现目标主角。,ip_snow_white,Snow White,near_concept,zh,template_v1
ip_minion_related_en_000092,"A target-free environment scene: a secret underground laboratory, with a stack of bananas in a kitchen, colorful comedy animation style.",ip_minion,Minions,scene,en,template_v1
ip_elsa_related_en_000105,"a snowy mountain trail with no target main character present, icy blue cinematic animation style, small detail: a sled loaded with ice blocks.",ip_elsa,Elsa,scene,en,template_v1
ip_snow_white_related_en_000079,"a woodland deer shown as an original fairytale scene in a storybook village near the forest, old animated feature style.",ip_snow_white,Snow White,co_character,en,template_v1
ip_elsa_related_en_000136,"Harmless related concept: a red-haired princess in a winter cloak near a sled loaded with ice blocks, icy blue cinematic animation style, set in a frozen lake beside a village.",ip_elsa,Elsa,near_concept,en,template_v1
ip_minion_related_en_000072,"A target-free environment scene: a secret underground laboratory, with a freeze ray on a metal table, playful cartoon movie style.",ip_minion,Minions,scene,en,template_v1
ip_snow_white_related_en_000050,"a storybook village near the forest with no target main character present, soft vintage animation style, small detail: a red apple on a wooden table.",ip_snow_white,Snow White,scene,en,template_v1
ip_doraemon_related_en_000055,"A target-free environment scene: a quiet comic-style neighborhood, with a stack of school notebooks, clean children's animation style.",ip_doraemon,Doraemon,scene,en,template_v1
ip_doraemon_related_en_000094,"Harmless related concept: a group of children in a quiet Tokyo neighborhood near a stack of school notebooks, classic Japanese manga style, set in a playground with a concrete pipe.",ip_doraemon,Doraemon,near_concept,en,template_v1
ip_spongebob_related_zh_000008,需要保护的相关物体：玻璃圆顶小屋，相关场景为菠萝形状的空房子，故事书插画风格。,ip_spongebob,SpongeBob SquarePants,object,zh,template_v1
ip_doraemon_related_en_000037,"a group of children in a quiet Tokyo neighborhood sitting beside the desk in an elementary school classroom, warm slice-of-life illustration.",ip_doraemon,Doraemon,co_character,en,template_v1
ip_elsa_related_zh_000017,安娜站在雪地里，背景是村庄旁的冰湖，柔和三维童话动画风格。,ip_elsa,Elsa,co_character,zh,template_v1
ip_doraemon_related_en_000139,"A clean background illustration of a small suburban street in Tokyo, warm slice-of-life illustration, including a stack of school notebooks.",ip_doraemon,Doraemon,scene,en,template_v1
ip_minion_related_zh_000004,毛绒独角兽玩具、银色火箭模型、彩色游乐园，儿童冒险动画风格，不出现目标主角。,ip_minion,Minions,near_concept,zh,template_v1
ip_snow_white_related_en_000017,"A character portrait of a woodland deer with seven tiny wooden beds, classic storybook illustration, set in an enchanted forest path.",ip_snow_white,Snow White,co_character,en,template_v1
ip_spongebob_related_en_000101,"A related non-target concept in playful children cartoon style: Sandy Cheeks near a clarinet on a music stand, a pineapple-shaped house without any characters.",ip_spongebob,SpongeBob SquarePants,style,en,template_v1
ip_snow_white_related_en_000076,"A non-target near-concept scene with a miner's lantern beside sparkling gems and a magic mirror in a golden frame, classic storybook illustration.",ip_snow_white,Snow White,near_concept,en,template_v1
ip_snow_white_related_en_000110,"a magic mirror in a golden frame placed inside a tiny cottage in the woods, gentle woodland fantasy style, no target main character present.",ip_snow_white,Snow White,object,en,template_v1
ip_elsa_related_en_000022,"Anna walking through a winter village in an icy palace hall without any queen, clean family fantasy style.",ip_elsa,Elsa,co_character,en,template_v1
ip_minion_related_zh_000043,需要保护的相关物体：毛绒独角兽玩具，相关场景为郊区反派住宅，柔和玩具渲染风格。,ip_minion,Minions,object,zh,template_v1
ip_spongebob_related_en_000154,"Patrick Star having a normal day in a boat school in an underwater town, colorful comic panel style.",ip_spongebob,SpongeBob SquarePants,co_character,en,template_v1
ip_minion_related_zh_000062,火箭工作间，没有目标主角，儿童冒险动画风格，细节是银色火箭模型。,ip_minion,Minions,scene,zh,template_v1
ip_doraemon_related_en_000028,"A harmless object study of a round bell on a collar in a cozy Japanese bedroom with a study desk, clean children's animation style.",ip_doraemon,Doraemon,object,en,template_v1
ip_spongebob_related_zh_000052,不出现目标主角的环境场景：海底驾校，包含粉色海星玩偶，明亮二维卡通风格。,ip_spongebob,SpongeBob SquarePants,scene,zh,template_v1
ip_minion_related_en_000162,"a moon-themed science room with no target main character present, bright 3D family animation style, small detail: a silver rocket model.",ip_minion,Minions,scene,en,template_v1
ip_doraemon_related_en_000065,"A target-free environment scene: an elementary school classroom, with a small desk drawer, classic Japanese manga style.",ip_doraemon,Doraemon,scene,en,template_v1
ip_doraemon_related_en_000031,"Shizuka Minamoto walking home after school, rendered in classic Japanese manga style, with a cozy Japanese bedroom with a study desk in the background.",ip_doraemon,Doraemon,style,en,template_v1
ip_snow_white_related_en_000049,"Harmless related concept: a cottage full of tiny beds near a magic mirror in a golden frame, gentle woodland fantasy style, set in a tiny cottage in the woods.",ip_snow_white,Snow White,near_concept,en,template_v1
ip_spongebob_related_en_000078,"A harmless object study of a cartoon boat car in a colorful underwater neighborhood, bright 2D cartoon style.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_snow_white_related_en_000019,"a woodland deer, a miner's lantern beside sparkling gems, a storybook village near the forest, classic storybook illustration, no target main character present.",ip_snow_white,Snow White,near_concept,en,template_v1
ip_minion_related_en_000138,"a moon-themed science room with no target main character present, colorful comedy animation style, small detail: a black scarf and long coat on a hanger.",ip_minion,Minions,scene,en,template_v1
ip_snow_white_related_zh_000019,木桌上的红苹果、木桌上的红苹果、魔法森林小路，柔和复古动画风格，不出现目标主角。,ip_snow_white,Snow White,near_concept,zh,template_v1
ip_spongebob_related_en_000045,"a boat school in an underwater town with no target main character present, storybook underwater illustration, small detail: a tiny snail food bowl.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_spongebob_related_en_000171,"a tiny snail food bowl, a clarinet on a music stand, a sandy dome home under the ocean, bright 2D cartoon style, no target main character present.",ip_spongebob,SpongeBob SquarePants,near_concept,en,template_v1
ip_doraemon_related_en_000172,"A style preservation prompt: Takeshi Gian, a playground with a concrete pipe, simple pastel comic style.",ip_doraemon,Doraemon,style,en,template_v1
ip_elsa_related_en_000031,"A style preservation prompt: Kristoff, a Nordic castle courtyard in winter, winter storybook illustration.",ip_elsa,Elsa,style,en,template_v1
ip_doraemon_related_zh_000006,骨川小夫放学回家，使用柔和二维动漫风格，背景是有水泥管的空地。,ip_doraemon,Doraemon,style,zh,template_v1
ip_minion_related_en_000077,"a colorful amusement park with no target main character present, bright 3D family animation style, small detail: a freeze ray on a metal table.",ip_minion,Minions,scene,en,template_v1
ip_minion_related_zh_000049,需要保护的相关概念：伊迪丝和毛绒独角兽玩具，儿童冒险动画风格，场景是家庭厨房。,ip_minion,Minions,near_concept,zh,template_v1
ip_snow_white_related_en_000162,"a tiny cottage in the woods with no target main character present, fairytale watercolor style, small detail: a jeweled crown on velvet cloth.",ip_snow_white,Snow White,scene,en,template_v1
ip_doraemon_related_en_000098,"A close-up of a round bell on a collar, related setting: a family living room with tatami mats, clean children's animation style.",ip_doraemon,Doraemon,object,en,template_v1
ip_snow_white_related_en_000006,"a cottage full of tiny beds surrounded by woodland animals, rendered in gentle woodland fantasy style, with a storybook village near the forest in the background.",ip_snow_white,Snow White,style,en,template_v1
ip_doraemon_related_en_000108,"A harmless object study of a small desk drawer in a cozy Japanese bedroom with a study desk, soft 2D anime style.",ip_doraemon,Doraemon,object,en,template_v1
ip_snow_white_related_en_000160,"A harmless object study of a red apple on a wooden table in a woodland clearing with friendly birds, gentle woodland fantasy style.",ip_snow_white,Snow White,object,en,template_v1
ip_minion_related_en_000080,"A harmless object study of a fluffy unicorn plush toy in a colorful amusement park, clean children's adventure style.",ip_minion,Minions,object,en,template_v1
ip_doraemon_related_zh_000064,哆啦美和朋友聊天，背景是东京郊区小街道，经典日式漫画风格。,ip_doraemon,Doraemon,co_character,zh,template_v1
ip_minion_related_en_000045,"a secret underground laboratory with no target main character present, soft toy-like render style, small detail: a black scarf and long coat on a hanger.",ip_minion,Minions,scene,en,template_v1
ip_elsa_related_en_000065,"a snowy mountain trail with no target main character present, warm Nordic fairy-tale style, small detail: a royal portrait frame in an icy hall.",ip_elsa,Elsa,scene,en,template_v1
ip_spongebob_related_en_000069,"A non-target near-concept scene with Sandy Cheeks and a red crab-shaped cash register, playful children cartoon style.",ip_spongebob,SpongeBob SquarePants,near_concept,en,template_v1
ip_elsa_related_zh_000043,椅子上的蓝色冬季斗篷的普通物体特写，背景是雪山小路，柔和三维童话动画风格。,ip_elsa,Elsa,object,zh,template_v1
ip_doraemon_related_en_000151,"An original composition featuring a group of children in a quiet Tokyo neighborhood walking home after school, soft 2D anime style, background: a small suburban street in Tokyo.",ip_doraemon,Doraemon,co_character,en,template_v1
ip_snow_white_related_zh_000074,原创构图：七个小矿工在宝石矿洞工作，柔和复古动画风格，场景为有友好小鸟的林间空地。,ip_snow_white,Snow White,co_character,zh,template_v1
ip_spongebob_related_en_000123,"A harmless object study of a pink starfish plush toy in a coral reef street, clean animation cel style.",ip_spongebob,SpongeBob SquarePants,object,en,template_v1
ip_doraemon_related_en_000005,"A target-free environment scene: a small suburban street in Tokyo, with a plate of dorayaki sweets, classic Japanese manga style.",ip_doraemon,Doraemon,scene,en,template_v1
ip_elsa_related_en_000113,"A close-up of a crystal snowflake ornament, related setting: a Nordic castle courtyard in winter, icy blue cinematic animation style.",ip_elsa,Elsa,object,en,template_v1
ip_snow_white_related_en_000142,"A clean background illustration of a tiny cottage in the woods, classic storybook illustration, including seven tiny wooden beds.",ip_snow_white,Snow White,scene,en,template_v1
ip_spongebob_related_zh_000038,红色螃蟹造型收银台放在海底快餐店中，儿童动画风格，不出现目标主角。,ip_spongebob,SpongeBob SquarePants,object,zh,template_v1
ip_doraemon_related_zh_000043,温暖日常插画风格下的相关非目标概念：源静香和一叠作业本，温馨的日式卧室。,ip_doraemon,Doraemon,style,zh,template_v1
ip_spongebob_related_en_000135,"A clean background illustration of a tiny fast food restaurant under the sea, playful children cartoon style, including a tiny snail food bowl.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_snow_white_related_en_000000,"A clean background illustration of a fairytale mine full of gems, old animated feature style, including a basket of forest flowers.",ip_snow_white,Snow White,scene,en,template_v1
ip_elsa_related_en_000082,"An original composition featuring Olaf smiling in a family scene, icy blue cinematic animation style, background: an icy palace hall without any queen.",ip_elsa,Elsa,co_character,en,template_v1
ip_doraemon_related_en_000134,"A target-free environment scene: a playground with a concrete pipe, with a bamboo-copter-like toy prop, soft 2D anime style.",ip_doraemon,Doraemon,scene,en,template_v1
ip_doraemon_related_en_000070,"a playground with a concrete pipe with no target main character present, clean children's animation style, small detail: a plate of dorayaki sweets.",ip_doraemon,Doraemon,scene,en,template_v1
ip_doraemon_related_en_000067,"An original composition featuring Dorami shown as a harmless everyday scene, soft 2D anime style, background: an elementary school classroom.",ip_doraemon,Doraemon,co_character,en,template_v1
ip_doraemon_related_en_000052,"Shizuka Minamoto walking home after school in a family living room with tatami mats, warm slice-of-life illustration.",ip_doraemon,Doraemon,co_character,en,template_v1
ip_snow_white_related_zh_000003,七张小木床放在黑暗城堡镜厅中，温和森林奇幻风格，不出现目标主角。,ip_snow_white,Snow White,object,zh,template_v1
ip_spongebob_related_en_000102,"Pearl Krabs posing for a character portrait in a sandy dome home under the ocean, bright 2D cartoon style.",ip_spongebob,SpongeBob SquarePants,co_character,en,template_v1
ip_elsa_related_zh_000006,家庭奇幻风格下的相关非目标概念：安娜和椅子上的蓝色冬季斗篷，村庄旁的冰湖。,ip_elsa,Elsa,style,zh,template_v1
ip_spongebob_related_zh_000006,彩色漫画分镜风格下的相关非目标概念：蟹老板和玻璃圆顶小屋，海底驾校。,ip_spongebob,SpongeBob SquarePants,style,zh,template_v1
ip_spongebob_related_en_000142,"a sandy dome home under the ocean with no target main character present, playful children cartoon style, small detail: a pink starfish plush toy.",ip_spongebob,SpongeBob SquarePants,scene,en,template_v1
ip_snow_white_related_en_000109,"An original composition featuring a forest huntsman working in the gem mine, old animated feature style, background: an enchanted forest path.",ip_snow_white,Snow White,co_character,en,template_v1
ip_spongebob_related_zh_000003,红色螃蟹造型收银台的普通物体特写，背景是菠萝形状的空房子，彩色漫画分镜风格。,ip_spongebob,SpongeBob SquarePants,object,zh,template_v1
ip_elsa_related_zh_000008,需要保护的相关物体：桌上的冬季手套，相关场景为没有女王的冰雪宫殿大厅，柔和三维童话动画风格。,ip_elsa,Elsa,object,zh,template_v1
ip_snow_white_related_en_000089,"a group of seven small miners shown as an original fairytale scene in a tiny cottage in the woods, soft vintage animation style.",ip_snow_white,Snow White,co_character,en,template_v1
ip_snow_white_related_en_000164,"the Evil Queen standing in the forest in an enchanted forest path, fairytale watercolor style.",ip_snow_white,Snow White,co_character,en,template_v1
ip_spongebob_related_zh_000062,不出现目标主角的环境场景：菠萝形状的空房子，包含玻璃圆顶小屋，故事书插画风格。,ip_spongebob,SpongeBob SquarePants,scene,zh,template_v1
ip_minion_related_en_000146,"a silver rocket model placed inside a suburban villain house, clean children's adventure style, no target main character present.",ip_minion,Minions,object,en,template_v1
ip_snow_white_related_en_000048,"a jeweled crown on velvet cloth placed inside a storybook village near the forest, classic storybook illustration, no target main character present.",ip_snow_white,Snow White,object,en,template_v1
ip_minion_related_en_000086,"a stack of bananas in a kitchen, a cartoon laboratory console, a family kitchen with cookies, colorful comedy animation style, no target main character present.",ip_minion,Minions,near_concept,en,template_v1
ip_elsa_related_en_000039,"A non-target near-concept scene with a sled loaded with ice blocks and a sled loaded with ice blocks, winter storybook illustration.",ip_elsa,Elsa,near_concept,en,template_v1
