id,lang,prompt,modality,control_category,sub_category,risk_level,ip_names,ip_in_scope,lookalike_target,composition,content_type,subject,scene,style,action,source_method,url,source,model,z03_target_prob,z03_target_margin,z03_pred_class_id,z03_seed,source_row_index
ip_snow_white-112bdccc9da0-en,en,Snow White gleefully wandering a flower garden — pixel art,image,ip,ip_snow_white,na,Snow White,true,,,,,playing in a flower garden,pixel art,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.90410614,0,42,185755
ip_snow_white-2324a7f2c343-en,en,Pixel art image showing Snow White on a snowy mountain,image,ip,ip_snow_white,na,Snow White,true,,,,,standing on a snowy mountain,pixel art,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.81724644,0,42,185728
ip_snow_white-1dd405d7ce77-en_2,en,"Two horizontal video stills. Top: Snow White lying in bed, warm lighting, red circle on chest. Bottom: Snow White and a friendly dwarf in bed, one wearing a white t-shirt, cozy atmosphere",image,ip,ip_snow_white,medium,Snow White/白雪公主,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F42%2F386778fa61b1a5d78c7f2327760aae90.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824127&Signature=7gfMiUfZHqiJUk%2FGUyvKxOHEtXI%3D,v4.6_vlm,qwen-plus,1.00000000,25.80193329,0,42,107637
ip_snow_white-eecb53533c87-en,en,"Snow White, in pixel art, exploring and playing in a lush floral garden",image,ip,ip_snow_white,na,Snow White,true,,,,,playing in a flower garden,pixel art,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.68994141,0,42,185910
ip_snow_white-e2c4561cec2b-en,en,"A digital illustration showing Snow White walking through a thriving, busy market",image,ip,ip_snow_white,na,Snow White,true,,,,,walking through a busy market,digital art,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.68825626,0,42,185495
ip_snow_white-da829f9ad4bb-en,en,Snow White cavorting through a garden bursting with flowers,image,ip,ip_snow_white,na,Snow White,true,,,,,playing in a flower garden,,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.67495060,0,42,186295
ip_snow_white-c49d4e91e048-en,en,Flower garden setting with Snow White at play — 3D render,image,ip,ip_snow_white,na,Snow White,true,,,,,playing in a flower garden,3D render,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.64307785,0,42,185817
ip_snow_white-903c06cb4986-en,en,The park is where Snow White holds her picnic,image,ip,ip_snow_white,na,Snow White,true,,,,,having a picnic in the park,,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.63101482,0,42,186246
ip_snow_white-efe0cdf72273-en,en,"Snow White's festive birthday celebration, portrayed with maximum visual detail.",image,ip,ip_snow_white,na,Snow White,true,,,,,celebrating a birthday party,highly detailed,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.59880257,0,42,186012
ip_snow_white-89231003e2ce-en,en,"Nighttime rooftop run by Snow White, visualized with Pixar's expressive 3D animation style",image,ip,ip_snow_white,na,Snow White,true,,,,,running on a rooftop at night,pixar style,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.59004116,0,42,185648
ip_snow_white-0a1095216bfe-en,en,A flat illustration showing Snow White at play in a colorful flower garden,image,ip,ip_snow_white,na,Snow White,true,,,,,playing in a flower garden,flat illustration,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.56813908,0,42,186098
ip_snow_white-f0575a323264-en,en,A low poly depiction of Snow White on a picnic in the park,image,ip,ip_snow_white,na,Snow White,true,,,,,having a picnic in the park,low poly,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.55685711,0,42,185536
ip_snow_white-3acbf7c9d646-en,en,"Flower garden setting with Snow White at play, styled as pixel art",image,ip,ip_snow_white,na,Snow White,true,,,,,playing in a flower garden,pixel art,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.52612686,0,42,185766
ip_snow_white-185165b8f255-en,en,A Pixar-inspired scene: Snow White caring for plants in a greenhouse,image,ip,ip_snow_white,na,Snow White,true,,,,,watering plants in a greenhouse,pixar style,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.46729374,0,42,186203
ip_snow_white-fc46ab5b3218-en,en,"Snow White throwing a birthday celebration, rendered in Pixar animation style",image,ip,ip_snow_white,na,Snow White,true,,,,,celebrating a birthday party,pixar style,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.38624096,0,42,185886
ip_snow_white-fbd88702b088-en,en,"Snow White and the Seven Dwarfs on a walk through a chaotic, colorful market—low poly",image,ip,ip_snow_white,na,Snow White;the Seven Dwarfs,true,,,,,walking through a busy market,low poly,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.38297749,0,42,186127
ip_snow_white-c19175c02b55-en,en,"Snow White pointing to a medical infographic advertising dental care, featuring blue and white colors and molecular structures; central comparison shows unhealthy red gums versus healthy pink gums",image,ip,ip_snow_white,medium,Snow White/白雪公主,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Foss_label%2Fporn%2Fbad_cases%2Fwhite%2F20250420%2F33.7.7.221_90319668_MTEE3_1741420957912_6860__1022126.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824134&Signature=bVGJemlMC%2FlNOyey%2F1HwIEPJU%2Bo%3D,v4.6_vlm,qwen-plus,1.00000000,25.32970905,0,42,105051
ip_snow_white-b2aff8e2dcc5-en,en,Pixar-inspired depiction of Snow White and the Seven Dwarfs collaborating in a cheerful kitchen setting to cook,image,ip,ip_snow_white,na,Snow White;the Seven Dwarfs,true,,,,,cooking in a kitchen,pixar style,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.32712650,0,42,185731
ip_snow_white-0a905133eb03-en,en,Anime-style doll advertisement featuring two circular images of Snow White against a dark background.,image,ip,ip_snow_white,medium,Snow White/白雪公主,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2Fc223838249213e5d50e21e78e4e4871c.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824117&Signature=1ejmGmkngMzuwDURuie9vVEw4UI%3D,v4.6_vlm,qwen-plus,1.00000000,25.27899837,0,42,104492
ip_snow_white-014b7af4fc03-en,en,"In a watercolor illustration bursting with color, Snow White skates joyfully on an indoor ice rink",image,ip,ip_snow_white,na,Snow White,true,,,,,skating in an ice rink,watercolor illustration,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.27081394,0,42,185677
ip_snow_white-03830d147a97-en,en,A digital artwork showing Snow White having a picnic in a park,image,ip,ip_snow_white,na,Snow White,true,,,,,having a picnic in the park,digital art,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.25157261,0,42,185549
ip_snow_white-746a5fa9e0a6-en,en,Flat-style 8k image of Snow White during a park picnic,image,ip,ip_snow_white,na,Snow White,true,,,,,having a picnic in the park,flat illustration,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.23452282,0,42,185848
ip_snow_white-bd818ab45f5a-en,en,"In a greenhouse, Snow White waters potted plants — flat illustration, 8k",image,ip,ip_snow_white,na,Snow White,true,,,,,watering plants in a greenhouse,flat illustration,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.20871067,0,42,186117
ip_snow_white-5a0bc663be4f-en,en,"Standing on a snowy mountain — Snow White, illustrated in pixel art",image,ip,ip_snow_white,na,Snow White,true,,,,,standing on a snowy mountain,pixel art,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.17971325,0,42,185874
ip_snow_white-c60b4cf84b62-en,en,"Snow White, in pixel art, waters greenery inside a sunlit greenhouse",image,ip,ip_snow_white,na,Snow White,true,,,,,watering plants in a greenhouse,pixel art,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.16741657,0,42,185980
ip_snow_white-1db2c5c3ea45-en,en,A vertical four-panel video screenshot collage featuring Snow White standing outdoors against a red wall with Chinese text.,image,ip,ip_snow_white,medium,Snow White/白雪公主,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F29%2F8322b235dc7648c8a50fd8aedd99a213.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824119&Signature=UEE7dQ8krLcfJ7R9OwE0P84MvGE%3D,v4.6_vlm,qwen-plus,1.00000000,25.15845394,0,42,105864
ip_snow_white-608014de4268-en,en,Anime illustration of Snow White surrounded by yellow flowers and a small fire spirit.,image,ip,ip_snow_white,medium,Snow White/白雪公主,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2Fa4edad8e1016f326f7c78c007ef26065.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824103&Signature=OHnaD3Pkw2Uob0hnS12shzl3ros%3D,v4.6_vlm,qwen-plus,1.00000000,25.13490963,0,42,105197
ip_snow_white-787143dc4302-en,en,"Trending on ArtStation: Snow White whipping up food in a kitchen, bursting with color",image,ip,ip_snow_white,na,Snow White,true,,,,,cooking in a kitchen,trending on artstation,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.11989117,0,42,186128
ip_snow_white-e781d8d39c85-en,en,"In the park, Snow White has a cheerful picnic",image,ip,ip_snow_white,na,Snow White,true,,,,,having a picnic in the park,,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.10859203,0,42,186249
ip_snow_white-aea2cdca9680-en,en,"A triptych image of Snow White posing against a tiled wall background, one arm raised behind her head.",image,ip,ip_snow_white,medium,Snow White/白雪公主,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F7%2F6fa2438af2c07d2428c65c65b318f8a8.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824075&Signature=ZOlSpQ0z1QpIwQiaO%2B7iASAmmZM%3D,v4.6_vlm,qwen-plus,1.00000000,25.10362720,0,42,106737
ip_snow_white-7060d54f7b7a-en,en,Snow White exchanging red hearts with a stylized figure against an orange and white autumn background with leaves; circular photo frames included.,image,ip,ip_snow_white,medium,Snow White/白雪公主,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F25%2Feb9826415d8832e96c0e2ce688c505d7.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824120&Signature=EWQ%2BiL56PMyzLq3NwewxJw%2BtHi8%3D,v4.6_vlm,qwen-plus,1.00000000,25.09433174,0,42,104683
ip_snow_white-c88117bfc951-en,en,"Snow White sits beside a cartoon goose and a small turtle on a dirt path, surrounded by tall golden reeds under a blue sky with clouds, bathed in warm sunlight.",image,ip,ip_snow_white,medium,Snow White/白雪公主,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F9fc9f1b0b511854707179a9bf584d8bd.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824123&Signature=EgcMpZ69pei03B0VWVx69bT4XlI%3D,v4.6_vlm,qwen-plus,1.00000000,25.03257084,0,42,106888
ip_snow_white-b009055421c9-en,en,"In a park, Snow White has a picnic — flat illustration, 8k",image,ip,ip_snow_white,na,Snow White,true,,,,,having a picnic in the park,flat illustration,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.01493359,0,42,185837
ip_snow_white-71950c6b5cf8-en,en,"Illustrate Snow White standing on a snowy mountain, using dynamic comic book visuals and rich, vibrant hues",image,ip,ip_snow_white,na,Snow White,true,,,,,standing on a snowy mountain,comic book style,,llm_rewrite,,v1.3_llm,llm,1.00000000,25.00489330,0,42,185990
ip_snow_white-93f1d24fe43f-en,en,"In a flower garden, Snow White is at play — 3D render",image,ip,ip_snow_white,na,Snow White,true,,,,,playing in a flower garden,3D render,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.97902775,0,42,185876
ip_snow_white-372e0a0d40b6-en,en,"Futuristic city below, Snow White and the Seven Dwarfs flying overhead — digital art illustration",image,ip,ip_snow_white,na,Snow White;the Seven Dwarfs,true,,,,,flying over a futuristic city,digital art,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.96734428,0,42,185747
ip_snow_white-4c98327c264e-en,en,Kitchen scene with Snow White cooking — artistic watercolor treatment,image,ip,ip_snow_white,na,Snow White,true,,,,,cooking in a kitchen,watercolor illustration,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.94828510,0,42,185660
ip_snow_white-3727962bfa6d-en,en,Snow White and the Evil Queen move rhythmically under the moon's soft light,image,ip,ip_snow_white,na,Snow White;the Evil Queen,true,,,,,dancing under the moonlight,,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.85240650,0,42,186428
ip_snow_white-0f46b48ea09d-en,en,In the skies above a tomorrow-themed city—Snow White and the Evil Queen flying together,image,ip,ip_snow_white,na,Snow White;the Evil Queen,true,,,,,flying over a futuristic city,,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.85088348,0,42,186341
ip_snow_white-8a4381f00e54-en,en,"Snow White frolicking among blooming flowers in a vivid, colorful garden",image,ip,ip_snow_white,na,Snow White,true,,,,,playing in a flower garden,,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.84038353,0,42,186328
ip_snow_white-9da5bf50c498-en,en,Snow White and the Seven Dwarfs stroll through a bustling marketplace.,image,ip,ip_snow_white,na,Snow White;the Seven Dwarfs,true,,,,,walking through a busy market,,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.83202457,0,42,186264
ip_snow_white-75f3a382bbf0-en,en,"Three-panel comic strip style. Snow White sits on a couch playing a handheld game console, ignoring a woman in a red dress sitting beside him.",image,ip,ip_snow_white,medium,Snow White/白雪公主,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F45f676767bf8c3a32bd98007976fcc1a.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824106&Signature=AADr4afcCxk14m3zrOvVRUanSbg%3D,v4.6_vlm,qwen-plus,1.00000000,24.83004665,0,42,105400
ip_snow_white-15a9fce4dd0a-en,en,"A watercolor illustration of Snow White navigating a lively, crowded market",image,ip,ip_snow_white,na,Snow White,true,,,,,walking through a busy market,watercolor illustration,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.82260704,0,42,185883
ip_snow_white-0f889c39822d-en,en,Trending on ArtStation: Snow White sitting next to a campfire,image,ip,ip_snow_white,na,Snow White,true,,,,,sitting by a campfire,trending on artstation,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.81859112,0,42,185462
ip_snow_white-70b3832c5719-en_2,en,"Snow White floating gracefully with tiny white wings, holding a small bow and arrow, her curly black hair and blue eyes glowing softly against a light blue background.",image,ip,ip_snow_white,medium,Snow White/白雪公主,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F0e153c2daa75782335dba39efdc05239.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824108&Signature=pBWhTG2r6N1q6MprdRAu%2FwjNt74%3D,v4.6_vlm,qwen-plus,1.00000000,24.81578350,0,42,107670
ip_snow_white-aa363dacdb60-en,en,"Snow White, in pixel art form, sitting beside a warm campfire",image,ip,ip_snow_white,na,Snow White,true,,,,,sitting by a campfire,pixel art,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.81091881,0,42,185812
ip_snow_white-4c334d8240f3-en,en,"Snow White moves through the throng of a vivid, animated marketplace — 8k",image,ip,ip_snow_white,na,Snow White,true,,,,,walking through a busy market,,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.79243183,0,42,186266
ip_snow_white-c34df129d779-en,en,"Snow White sitting beside a crackling campfire, digital art piece",image,ip,ip_snow_white,na,Snow White,true,,,,,sitting by a campfire,digital art,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.78032684,0,42,185636
ip_snow_white-7bb0d937774b-en,en,"Anime style, Snow White crouches on a rocky cliff edge, holding a wooden bucket above her head as she pours water into the blue sea below. Soft lighting.",image,ip,ip_snow_white,medium,Snow White/白雪公主,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2Fa2563334a8418a2d5f4d7b341bf52b1d.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824112&Signature=%2BEEs1Y0u9EgCIK2rndyi1e2l8pE%3D,v4.6_vlm,qwen-plus,1.00000000,24.76621628,0,42,107473
ip_snow_white-7232a97ebedb-en,en,"ArtStation trending piece: Snow White waving in a serene, cozy cafe",image,ip,ip_snow_white,na,Snow White,true,,,,,waving in a cozy cafe,trending on artstation,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.74188614,0,42,185632
ip_snow_white-308809ab0d43-en,en,"Snow White gliding through the skies above a cyberpunk city, trending on ArtStation",image,ip,ip_snow_white,na,Snow White,true,,,,,flying over a futuristic city,trending on artstation,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.73999310,0,42,185598
ip_snow_white-10c5ae584465-en,en,Anime character design sheet featuring Snow White in various outfits. Center foreground shows her headshot wearing a black hoodie.,image,ip,ip_snow_white,medium,Snow White/白雪公主,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F76c04d68e7bcf83ea0a755ea60b4a774.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824111&Signature=Mql5LrGcPz2UbGoTkJGwfkW9MiQ%3D,v4.6_vlm,qwen-plus,1.00000000,24.72686481,0,42,106948
ip_snow_white-c027664c594e-en,en,"Under the moonlight, Snow White and the Seven Dwarfs are dancing — 3D render",image,ip,ip_snow_white,na,Snow White;the Seven Dwarfs,true,,,,,dancing under the moonlight,3D render,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.71614170,0,42,186063
ip_snow_white-180e32265bc0-en,en,Cinematic lighting illuminates Snow White and the Seven Dwarfs as they skate on an ice rink,image,ip,ip_snow_white,na,Snow White;the Seven Dwarfs,true,,,,,skating in an ice rink,cinematic lighting,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.71510792,0,42,185826
ip_snow_white-fd3fd1195542-en,en,"Anime style illustration, vertical orientation. Snow White sits in the foreground wearing her iconic dress. Behind her",image,ip,ip_snow_white,medium,Snow White/白雪公主,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2Fb7bcbe97df8a53c028fca52efd358d4e.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824126&Signature=2rL73HtRAAwtOwCy2DWX46B87ZE%3D,v4.6_vlm,qwen-plus,1.00000000,24.70701122,0,42,106745
ip_snow_white-ed46f37d16f7-en,en,"A white t-shirt with a printed graphic of Snow White’s face, paired with grey polka-dot drawstring pants. The image displays the clothing on a hanger alongside an anime-style illustration of Snow",image,ip,ip_snow_white,medium,Snow White/白雪公主,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F9c375c48048b147728638d485db84675.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824130&Signature=oDfcjOoFqUwD124EPeqlvFmykm0%3D,v4.6_vlm,qwen-plus,1.00000000,24.70150423,0,42,105418
ip_snow_white-fe1883658730-en,en,"Anime style illustration of Snow White kneeling with long hair, holding a staff topped with a bird. She is surrounded by stars and lotus flowers.",image,ip,ip_snow_white,medium,Snow White/白雪公主,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F91b3aeff60164bbf168dc77b813af2bb.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824112&Signature=gq4pO14sL5mA9hEPTGoUNL3O7u0%3D,v4.6_vlm,qwen-plus,1.00000000,24.69160748,0,42,103833
ip_snow_white-eed206da42e4-en,en,"Snow White at a park picnic — low poly modeling, ultra-fine detailing",image,ip,ip_snow_white,na,Snow White,true,,,,,having a picnic in the park,low poly,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.68777275,0,42,185885
ip_snow_white-60e7dd60a012-en,en,Digital art of Snow White dashing along a rooftop at night,image,ip,ip_snow_white,na,Snow White,true,,,,,running on a rooftop at night,digital art,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.68609333,0,42,185729
ip_snow_white-c618985659ab-en,en,3D render: Snow White watering greenery inside a greenhouse,image,ip,ip_snow_white,na,Snow White,true,,,,,watering plants in a greenhouse,3D render,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.65726185,0,42,185762
ip_snow_white-3423c498d044-en,en,Flat cartoon-style image of Snow White ice skating,image,ip,ip_snow_white,na,Snow White,true,,,,,skating in an ice rink,flat illustration,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.62879562,0,42,185860
ip_snow_white-9842a14c5980-en,en,Snow White wanders through a teeming marketplace — digital art,image,ip,ip_snow_white,na,Snow White,true,,,,,walking through a busy market,digital art,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.61670208,0,42,185540
ip_snow_white-84d6f897df7e-en,en,Highly detailed scene: Snow White running fast atop a city rooftop at night,image,ip,ip_snow_white,na,Snow White,true,,,,,running on a rooftop at night,,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.61316109,0,42,186387
ip_snow_white-9b09e2da19eb-en,en,"Picnic in the park with Snow White, ultra-detailed 3D render, highest quality",image,ip,ip_snow_white,na,Snow White,true,,,,,having a picnic in the park,3D render,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.61112309,0,42,185811
ip_snow_white-8d00d39c67f4-en,en,"At a placid lake, Snow White casts her line—richly detailed, luminous and gentle",image,ip,ip_snow_white,na,Snow White,true,,,,,fishing by a calm lake,highly detailed,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.60153675,0,42,185932
