id,lang,prompt,modality,control_category,sub_category,risk_level,ip_names,ip_in_scope,lookalike_target,composition,content_type,subject,scene,style,action,source_method,url,source,model,z03_target_prob,z03_target_margin,z03_pred_class_id,z03_seed,source_row_index
ip_doraemon-34cd162d493c-en,en,"Extreme close-up portrait of Doraemon with striking blue eyes and glossy pink lips, looking directly at the camera. Soft lighting highlights his iconic round face and gentle expression.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F3343a944b6ac7f268596240e585601c7.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824111&Signature=NuUnW2wfkw3bKMbOSSjjIIt67Zs%3D,v4.6_vlm,qwen-plus,1.00000000,24.80538654,1,42,80417
ip_doraemon-d1114e9810d2-en,en,Read this: Doraemon and Shizuka sharing a book in a library.,image,ip,ip_doraemon,na,Doraemon;Shizuka,true,,,,,reading a book in a library,,,llm_rewrite,,v1.3_llm,llm,1.00000000,24.78494692,1,42,180297
ip_doraemon-e89e9061bdfd-en,en,A close-up shot of Doraemon holding a glass teapot filled with dark amber tea. His face is partially visible through the curved glass.,image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F9147ddb612e153aa391c184bdaac85de.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824126&Signature=axrYWvy51ZC5toCV%2Bge%2Bqhvaaz4%3D,v4.6_vlm,qwen-plus,1.00000000,24.70999241,1,42,80216
ip_doraemon-e9b60e33a05d-en,en,"Close-up of Doraemon with head tilted back and mouth open in an expression of distress, positioned on the left side of the frame against a blurred background.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F42%2F9c7e0aca02ae66028e2f741f591e6353.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824115&Signature=jvygH6n5COPH%2ByWDIDUFRMW0H%2B8%3D,v4.6_vlm,qwen-plus,1.00000000,24.70296001,1,42,81864
ip_doraemon-0ac53c8fc2d7-en,en,Anime style close-up portrait of Doraemon facing slightly right.,image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F1d397f2295e6d6242a58f6a000de5fd5.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824118&Signature=aOJHoBnyHerJGpoWJf1iaHzgS0w%3D,v4.6_vlm,qwen-plus,1.00000000,24.70064259,1,42,83629
ip_doraemon-91520eb51abf-en,en,"Doraemon flipping the viewer off with both middle fingers, deadpan expression.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F4f67a4f56848412517054a56895e3699.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824114&Signature=yJdYzzy%2BnATqLoIk3NQjzGKN06M%3D,v4.6_vlm,qwen-plus,1.00000000,24.69959307,1,42,80917
ip_doraemon-dc28f87d13e0-en_2,en,"A vertical triptych close-up of Doraemon’s lower face, focusing on his nose and mouth. His blue head is framed by soft shadows. Small red heart graphics float around him",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Fb526132196764fdb6015a92f017b8762.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824093&Signature=XtTcA4Z%2FrN0Aym3yHKP6EvrUrmI%3D,v4.6_vlm,qwen-plus,1.00000000,24.69160748,1,42,83842
ip_doraemon-7337ad02d314-en,en,"Doraemon kissing a giant futuristic donut passionately, tongues touching. Warm, dim indoor lighting highlights glossy donut glaze and Doraemon’s blue fur.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F3%2Fbe7a2436294d6b193746323fcbf2ccae.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824103&Signature=WObKTrxExYrRTXT2Xkk4%2BInof48%3D,v4.6_vlm,qwen-plus,1.00000000,24.69141006,1,42,83173
ip_doraemon-5f2a6df05c1d-en,en,"Doraemon holding a candied hawthorn skewer in the foreground, featuring glossy red fruit and white glutinous rice balls.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Fc4dfc45277a3a9fd889a351060f681f2.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824127&Signature=OK2yJysUt9ilztdRr9cH%2Fa85XJg%3D,v4.6_vlm,qwen-plus,1.00000000,24.68228102,1,42,80631
ip_doraemon-f995c95458c9-en,en,Doraemon demonstrating eyebrow makeup application on skin across three vertical panels. Top panel shows Doraemon’s natural brow with an angled brush and Chinese text.,image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F095d7d07199675243906d4f9731007b4.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824126&Signature=ireUys4mlk521%2FT7bUcs9mmAajw%3D,v4.6_vlm,qwen-plus,1.00000000,24.65320873,1,42,82075
ip_doraemon-7590b025d9c5-en,en,"Close-up portrait of Doraemon with wide eyes and an open mouth, looking directly at the camera. He wears a white shirt with black wavy lines and holds a clear plastic baby bottle with a white nipple.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F49fe994abe45b12149f8c4f975c6ec79.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824129&Signature=%2Fw2Yq8BXIQlhx05HdJ3GcMCjOfw%3D,v4.6_vlm,qwen-plus,1.00000000,24.64693928,1,42,81173
ip_doraemon-e970cf979c50-en,en,"Close-up selfie of Doraemon lying down looking at the camera, with a smiling adult partially visible behind him. The adult has a tattoo on their chest.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F25%2F3cecf6bc24a8a35d0d61f0f9627d2602.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824103&Signature=xYNUFuXLs%2FhoqUn%2BHnpirl4T5EU%3D,v4.6_vlm,qwen-plus,1.00000000,24.64053822,1,42,82306
ip_doraemon-67f7bc536e43-en,en,Anime comic panel collage featuring Doraemon interacting with a yellow cat-like creature. The four-panel layout shows various expressions and actions.,image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F92f26a3f7f16594346e98ad6c6b52b37.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824109&Signature=19lWQBkQrY5MFoSWPL0lnTjmzto%3D,v4.6_vlm,qwen-plus,1.00000000,24.63790560,1,42,81576
ip_doraemon-87a9ddb0c7f4-en,en,Doraemon leaning back in shock as a hand slaps his face.,image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2Fa7b11a8b6e471265ee97f5cf3701e43f.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824124&Signature=M7o7jtcL3kL0m%2FdSMfmyR7%2FHqSo%3D,v4.6_vlm,qwen-plus,1.00000000,24.61388254,1,42,80454
ip_doraemon-b3861f97e14c-en,en,"A triptych image showing Doraemon dancing. He wears his iconic blue body and red collar, mid-motion with joyful energy, against a soft pastel background.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F7%2F14022ce54cd39377dc09a7725eed8267.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824069&Signature=T3f5KdsQKOyPCfcM%2FogpJ3XVArY%3D,v4.6_vlm,qwen-plus,1.00000000,24.61270285,1,42,81405
ip_doraemon-af3742c19964-en,en,"Anime style close-up portrait of Doraemon. Soft lighting highlights his forehead and earless head. The image is cropped tightly, focusing on his upper face and blue fur texture.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F272e0684ad29863c5b99ce60f05e30a5.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824132&Signature=GYFCMj6VvE%2FzKV%2BvpbXfD0O3QyU%3D,v4.6_vlm,qwen-plus,1.00000000,24.59736872,1,42,80425
ip_doraemon-3856e4b15dd3-en,en,"Doraemon takes a close-up selfie indoors, holding a camera with both paws while smiling cheerfully at the lens.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F3%2F9a3df205e51eb7ee2996d11d602f707b.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824089&Signature=u4cnNG%2F%2FjYpFA%2FAvJuTPWdcK4Io%3D,v4.6_vlm,qwen-plus,1.00000000,24.57620144,1,42,80799
ip_doraemon-5ba609d7a8bd-en,en,"Doraemon stands center frame in a triptych layout, wearing a red crop top, white shrug, and black shorts.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F7%2F6267f88b744435aef2a2b31ddd11c10c.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824120&Signature=ZyjwvH4XJWn97xcEJXDWEsQsedw%3D,v4.6_vlm,qwen-plus,1.00000000,24.56054258,1,42,83079
ip_doraemon-e62f9853c5f6-en,en,"Doraemon opens his mouth wide to be fed, while an adult hand holds a spoon with blue liquid near his mouth.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F25%2F3303fba3ae077f50e10567e2dd0691e7.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824106&Signature=9OQJKV5Uuob%2BbhQclvKvVynXrPc%3D,v4.6_vlm,qwen-plus,1.00000000,24.52907753,1,42,82310
ip_doraemon-00103ddb3632-en,en,A grid of repeated images showing Doraemon’s hand petting a fluffy orange cat. The sequence displays various angles and moments of affectionate interaction between Doraemon’s hand and the resting cat.,image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F36c69f8ceaa7128d003147bcd7a5c461.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824109&Signature=mu1H3Bj0NIcimTxt6HaWooXvze4%3D,v4.6_vlm,qwen-plus,1.00000000,24.50482798,1,42,80469
ip_doraemon-67adf87bc491-en,en,"A triptych portrait of Doraemon wearing an off-the-shoulder top, his blue body and round face centered in each panel.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Fb6becc2cd87586eb015b05f1550f0e43.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824105&Signature=n1ZjpnBlpqyXU0WxsjMdmufs2S4%3D,v4.6_vlm,qwen-plus,1.00000000,24.49531698,1,42,80093
ip_doraemon-098df20db508-en,en,"Doraemon taking a close-up selfie with grainy, low-resolution, cool-toned lighting.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F42%2Fc5e7a403a35b213015354b095c2abb80.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824076&Signature=zv5Bn4g2%2FBM5NOaeKzYsVOz7Hls%3D,v4.6_vlm,qwen-plus,1.00000000,24.49511385,1,42,83515
ip_doraemon-dc28f87d13e0-en,en,"A vertical triptych close-up of Doraemon’s lower face, focusing on his nose and mouth. His blue fur frames the shot. Small red heart graphics float around him. The lighting is soft and indoor.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Fb526132196764fdb6015a92f017b8762.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824093&Signature=XtTcA4Z%2FrN0Aym3yHKP6EvrUrmI%3D,v4.6_vlm,qwen-plus,1.00000000,24.47458410,1,42,80206
ip_doraemon-e2cd20dedfcf-en,en,"Doraemon lying on his back with a joyful expression, wearing a grey knotted headband and matching long-sleeved onesie, bright eyes and open-mouthed smile.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Fc0cc3399d6b12d42bda6456337dcb011.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824093&Signature=Zt55sPbl1%2BVhZ6%2FPOWPMnfzK8fg%3D,v4.6_vlm,qwen-plus,1.00000000,24.46400166,1,42,80814
ip_doraemon-7984fb26867e-en,en,"Close-up portrait of Doraemon wearing a white face mask, his eyes cast downward, showing long eyelashes.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Fbecb70c3889453f58062e000476bccae.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824106&Signature=Gs4d5vortnsIo6hiBKaswAdFTVg%3D,v4.6_vlm,qwen-plus,1.00000000,24.45599651,1,42,82739
ip_doraemon-8eb6a1ff9bad-en,en,"Close-up selfie of Doraemon holding a light green rectangular box, looking down at it with his signature expression.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2F57799d8d95267f206a180fd201bfe5b8.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824103&Signature=wcR9VdAHCSlnKd93BSesxyTso5w%3D,v4.6_vlm,qwen-plus,1.00000000,24.44340515,1,42,81673
ip_doraemon-371e79f140ac-en,en,"Doraemon positioned in the bottom left foreground, anime style illustration.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F470dbc3bb7a075891c411b80fd82737d.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824114&Signature=Q6%2Bn%2BryP6NyAwoY5xeVqZoitfyk%3D,v4.6_vlm,qwen-plus,1.00000000,24.41060972,1,42,80113
ip_doraemon-1eceda8dbf4e-en,en,"Anime style portrait of Doraemon smiling, facing slightly left in the foreground.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2Fce773d5620a6d08ae77a37fa274db709.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824090&Signature=MCW4wUk24RNpo0hsT8P%2FNpMH%2BCY%3D,v4.6_vlm,qwen-plus,1.00000000,24.40028238,1,42,82629
ip_doraemon-d9b336bea8ba-en,en,"Anime style close-up of Doraemon’s face with closed eyes and thin lips, rendered in muted beige and grey tones. Soft lighting creates gentle shadows on his blue skin",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F24%2F8fa8fa60534b84254fa8a9777fac1ada.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824118&Signature=0VQxB%2BCpK14sY3hKRJUMvJ%2FYAQ8%3D,v4.6_vlm,qwen-plus,1.00000000,24.38982725,1,42,82457
ip_doraemon-27901525f897-en,en,"Close-up portrait of Doraemon singing into a microphone, wearing an in-ear monitor and with his eyes closed.",image,ip,ip_doraemon,medium,Doraemon/哆啦A梦,yes,,,,,,,,vlm_reverse_ip_rewrite,https://dlporn-data-crawler.oss-cn-zhangjiakou.aliyuncs.com/yourenchun.yrc%2Fdata%2Funified%2Fporn%2F65_cls_all%2Ftrain%2F23%2Fe9ee7d31af4a8d0a2d3b55d261e976c2.png?OSSAccessKeyId=crKP5b7jQsVLGW1v&Expires=1813824102&Signature=%2F5MspXE1IFE1MQmwtMUbJnVK%2Bnk%3D,v4.6_vlm,qwen-plus,1.00000000,24.37968445,1,42,81934
